X,T,U
-0.90625,0.88,-0.9999527300763678
-0.90625,0.9,-0.9999612847425865
-0.90625,0.92,-0.9999682912882072
-0.90625,0.94,-0.9999740298191501
-0.90625,0.96,-0.9999787297379465
-0.90625,0.98,-0.9999825789054534
-0.90625,1.0,-0.9999857311508712
-0.890625,0.0,-0.7468448895946372
-0.890625,0.02,-0.7787018108160595
-0.890625,0.04,-0.8080538499285483
-0.890625,0.06,-0.834723771511616
-0.890625,0.08,-0.8586415011435984
-0.890625,0.1,-0.8798330303205815
-0.890625,0.12,-0.8984034790472396
-0.890625,0.14,-0.9145171470297464
-0.890625,0.16,-0.9283774161009274
-0.890625,0.18,-0.9402086386393118
-0.890625,0.2,-0.9502412427446154
-0.890625,0.22,-0.9587004829238936
-0.890625,0.24,-0.9657986864682547
-0.890625,0.26,-0.9717305076890034
-0.890625,0.28,-0.9766705630216405
-0.890625,0.3,-0.9807728171394325
-0.890625,0.32,-0.9841711644992347
-0.890625,0.34,-0.9869807573100292
-0.890625,0.36,-0.9892997409753311
-0.890625,0.38,-0.9912111561286118
-0.890625,0.4,-0.9927848462108113
-0.890625,0.42,-0.9940792704199908
-0.890625,0.44,-0.9951431658924101
-0.890625,0.46,-0.9960170333060536
-0.890625,0.48,-0.9967344399637694
-0.890625,0.5,-0.9973231466572158
-0.890625,0.52,-0.9978060715290435
-0.890625,0.54,-0.9982021074864967
-0.890625,0.56,-0.9985268107504195
-0.890625,0.58,-0.998792977746185
-0.890625,0.6,-0.9990111263688799
-0.890625,0.62,-0.9991898960876676
-0.890625,0.64,-0.9993363796492865
-0.890625,0.66,-0.9994563974540303
-0.890625,0.68,-0.9995547240965041
-0.890625,0.7,-0.9996352751326838
-0.890625,0.72,-0.9997012608698822
-0.890625,0.74,-0.9997553128774025
-0.890625,0.76,-0.9997995879729038
-0.890625,0.78,-0.9998358536386669
-0.890625,0.8,-0.999865558146452
-0.890625,0.82,-0.9998898881031149
-0.890625,0.84,-0.9999098156566808
-0.890625,0.86,-0.9999261372090693
-0.890625,0.88,-0.9999395051553479
-0.890625,0.9,-0.9999504538995754
-0.890625,0.92,-0.9999594211745328
-0.890625,0.94,-0.9999667655098532
-0.890625,0.96,-0.9999727805434575
-0.890625,0.98,-0.9999777067481076
-0.890625,1.0,-0.9999817410432226
-0.875,0.0,-0.707345267078954
-0.875,0.02,-0.7417285063113492
-0.875,0.04,-0.773945629053306
-0.875,0.06,-0.8036954317249525
-0.875,0.08,-0.8307842950207667
-0.875,0.1,-0.855126042826736
-0.875,0.12,-0.87673262419898
-0.875,0.14,-0.8956980170583676
-0.875,0.16,-0.9121785604425294
-0.875,0.18,-0.9263727223812576
-0.875,0.2,-0.9385025794509492
-0.875,0.22,-0.9487983770542031
-0.875,0.24,-0.9574867109828069
-0.875,0.26,-0.964782254806218
-0.875,0.28,-0.9708825839642263
-0.875,0.3,-0.9759654810964568
-0.875,0.32,-0.980188087025058
-0.875,0.34,-0.9836873272965266
-0.875,0.36,-0.9865811479208688
-0.875,0.38,-0.9889702047250593
-0.875,0.4,-0.9909397512528239
-0.875,0.42,-0.9925615529594423
-0.875,0.44,-0.9938957191953632
-0.875,0.46,-0.9949923909378675
-0.875,0.48,-0.995893254483736
-0.875,0.5,-0.9966328726181446
-0.875,0.52,-0.9972398380454435
-0.875,0.54,-0.9977377614883488
-0.875,0.56,-0.9981461106633798
-0.875,0.58,-0.9984809176641077
-0.875,0.6,-0.9987553720800912
-0.875,0.62,-0.998980316099212
-0.875,0.64,-0.9991646563151735
-0.875,0.66,-0.9993157052665471
-0.875,0.68,-0.9994394640370203
-0.875,0.7,-0.9995408556457094
-0.875,0.72,-0.9996239175004008
-0.875,0.74,-0.9996919598957448
-0.875,0.76,-0.9997476964141642
-0.875,0.78,-0.9997933511212705
-0.875,0.8,-0.9998307466255911
-0.875,0.82,-0.9998613763784485
-0.875,0.84,-0.999886464007717
-0.875,0.86,-0.9999070119925698
-0.875,0.88,-0.9999238415812914
-0.875,0.9,-0.9999376255184838
-0.875,0.92,-0.9999489148700899
-0.875,0.94,-0.9999581610061103
-0.875,0.96,-0.9999657336133061
-0.875,0.98,-0.9999719354557086
-0.875,1.0,-0.9999770144731212
-0.859375,0.0,-0.6676190458248088
-0.859375,0.02,-0.7039149485277173
-0.859375,0.04,-0.7384850395430702
-0.859375,0.06,-0.7709239733174486
-0.859375,0.08,-0.8009209925390691
-0.859375,0.1,-0.8282718545117669
-0.859375,0.12,-0.8528801123623755
-0.859375,0.14,-0.8747486807430078
-0.859375,0.16,-0.8939642762424629
-0.859375,0.18,-0.9106779653596336
-0.859375,0.2,-0.9250848797281616
-0.859375,0.22,-0.9374054577982359
-0.859375,0.24,-0.9478696702256653
-0.859375,0.26,-0.956704842935901
-0.859375,0.28,-0.9641270524949687
-0.859375,0.3,-0.9703356717852194
-0.859375,0.32,-0.9755104597076872
-0.859375,0.34,-0.9798105568626421
-0.859375,0.36,-0.9833748084983959
-0.859375,0.38,-0.9863229375574188
-0.859375,0.4,-0.9887572016523595
-0.859375,0.42,-0.990764269758615
-0.859375,0.44,-0.9924171390857325
-0.859375,0.46,-0.993776978157405
-0.859375,0.48,-0.9948948301655249
-0.859375,0.5,-0.9958131441677152
-0.859375,0.52,-0.9965671239403247
-0.859375,0.54,-0.9971858982449638
-0.859375,0.56,-0.9976935243548137
-0.859375,0.58,-0.9981098407979192
-0.859375,0.6,-0.9984511867951016
-0.859375,0.62,-0.9987310057845743
-0.859375,0.64,-0.9989603494095909
-0.859375,0.66,-0.999148296849713
-0.859375,0.68,-0.9993023026887827
-0.859375,0.7,-0.9994284848115583
-0.859375,0.72,-0.9995318622078897
-0.859375,0.74,-0.9996165510921987
-0.859375,0.76,-0.9996859264387513
-0.859375,0.78,-0.9997427548931286
-0.859375,0.8,-0.9997893040393163
-0.859375,0.82,-0.9998274321664561
-0.859375,0.84,-0.9998586619737916
-0.859375,0.86,-0.9998842410595891
-0.859375,0.88,-0.9999051915443669
-0.859375,0.9,-0.9999223507666124
-0.859375,0.92,-0.9999364046472143
-0.859375,0.94,-0.9999479150367155
-0.859375,0.96,-0.9999573421274299
-0.859375,0.98,-0.9999650628210858
-0.859375,1.0,-0.9999713857844089
-0.84375,0.0,-0.6278521501073738
-0.84375,0.02,-0.6654506603826162
-0.84375,0.04,-0.7018302448648741
-0.84375,0.06,-0.7365105197472657
-0.84375,0.08,-0.7690816169369162
-0.84375,0.1,-0.7992268265029411
-0.84375,0.12,-0.8267354643857165
-0.84375,0.14,-0.8515048257963649
-0.84375,0.16,-0.8735322736813647
-0.84375,0.18,-0.8929000207890763
-0.84375,0.2,-0.9097558264198957
-0.84375,0.22,-0.9242926938029931
-0.84375,0.24,-0.9367299765499975
-0.84375,0.26,-0.9472974052837682
-0.84375,0.28,-0.9562226940095456
-0.84375,0.3,-0.963722732518604
-0.84375,0.32,-0.9699979604092663
-0.84375,0.34,-0.9752293228602882
-0.84375,0.36,-0.9795771691383492
-0.84375,0.38,-0.9831815101702678
-0.84375,0.4,-0.9861631515417164
-0.84375,0.42,-0.9886253293173606
-0.84375,0.44,-0.9906555788529446
-0.84375,0.46,-0.9923276525557324
-0.84375,0.48,-0.9937033692247547
-0.84375,0.5,-0.9948343266022962
-0.84375,0.52,-0.9957634430446118
-0.84375,0.54,-0.996526317046295
-0.84375,0.56,-0.9971524077210587
-0.84375,0.58,-0.9976660477222724
-0.84375,0.6,-0.9980873043927216
-0.84375,0.62,-0.9984327065783049
-0.84375,0.64,-0.99871585452989
-0.84375,0.66,-0.9989479293438295
-0.84375,0.68,-0.9991381169155398
-0.84375,0.7,-0.9992939596996012
-0.84375,0.72,-0.9994216478661407
-0.84375,0.74,-0.9995262598236052
-0.84375,0.76,-0.9996119605977988
-0.84375,0.78,-0.9996821652401453
-0.84375,0.8,-0.9997396732882707
-0.84375,0.82,-0.999786779311987
-0.84375,0.84,-0.9998253637344404
-0.84375,0.86,-0.9998569674050722
-0.84375,0.88,-0.9998828528019184
-0.84375,0.9,-0.9999040542402167
-0.84375,0.92,-0.9999214190477387
-0.84375,0.94,-0.9999356413223904
-0.84375,0.96,-0.9999472896032969
-0.84375,0.98,-0.9999568295516007
-0.84375,1.0,-0.9999646425427963
-0.828125,0.0,-0.5882225745827061
-0.828125,0.02,-0.6265311494206458
-0.828125,0.04,-0.6641597698929316
-0.828125,0.06,-0.7005871833075785
-0.828125,0.08,-0.7353314479017113
-0.828125,0.1,-0.7679798876109556
-0.828125,0.12,-0.7982122779261736
-0.828125,0.14,-0.8258141209367391
-0.828125,0.16,-0.850678979342382
-0.828125,0.18,-0.8728008804710202
-0.828125,0.2,-0.8922593101625075
-0.828125,0.22,-0.909200006458701
-0.828125,0.24,-0.923814653228575
-0.828125,0.26,-0.9363219108989806
-0.828125,0.28,-0.9469513274326837
-0.828125,0.3,-0.9559308166314965
-0.828125,0.32,-0.9634777294230654
-0.828125,0.34,-0.9697931246933935
-0.828125,0.36,-0.9750586440216769
-0.828125,0.38,-0.9794353509954992
-0.828125,0.4,-0.9830639486434781
-0.828125,0.42,-0.9860658875690027
-0.828125,0.44,-0.9885449883642079
-0.828125,0.46,-0.9905893051164311
-0.828125,0.48,-0.9922730432516338
-0.828125,0.5,-0.9936584122901905
-0.828125,0.52,-0.9947973436662284
-0.828125,0.54,-0.9957330385023792
-0.828125,0.56,-0.9965013334115117
-0.828125,0.58,-0.9971318870211687
-0.828125,0.6,-0.9976491984754031
-0.828125,0.62,-0.9980734735946196
-0.828125,0.64,-0.9984213560959312
-0.828125,0.66,-0.9987065413129705
-0.828125,0.68,-0.998940288906523
-0.828125,0.7,-0.9991318495945494
-0.828125,0.72,-0.9992888192532446
-0.828125,0.74,-0.999417432036502
-0.828125,0.76,-0.9995228025377338
-0.828125,0.78,-0.9996091255327441
-0.828125,0.8,-0.9996798405196351
-0.828125,0.82,-0.9997377671162214
-0.828125,0.84,-0.9997852163802454
-0.828125,0.86,-0.9998240822691699
-0.828125,0.88,-0.9998559167387628
-0.828125,0.9,-0.9998819913770811
-0.828125,0.92,-0.9999033479668903
-0.828125,0.94,-0.9999208399512058
-0.828125,0.96,-0.999935166430552
-0.828125,0.98,-0.9999469000340568
-0.828125,1.0,-0.9999565097690274
-0.8125,0.0,-0.5488998612466022
-0.8125,0.02,-0.5873557906516593
-0.8125,0.04,-0.6256707594271314
-0.8125,0.06,-0.6633176912431751
-0.8125,0.08,-0.6997751747260701
-0.8125,0.1,-0.7345601399145414
-0.8125,0.12,-0.7672581127555973
-0.8125,0.14,-0.7975466161168396
-0.8125,0.16,-0.8252086881345713
-0.8125,0.18,-0.8501354627197522
-0.8125,0.2,-0.8723187819333924
-0.8125,0.22,-0.891836332072695
-0.8125,0.24,-0.9088325051054083
-0.8125,0.26,-0.9234980940349413
-0.8125,0.28,-0.9360512775652491
-0.8125,0.3,-0.9467214578939845
-0.8125,0.32,-0.9557366567068435
-0.8125,0.34,-0.9633145078679645
-0.8125,0.36,-0.9696564607818914
-0.8125,0.38,-0.9749446017713326
-0.8125,0.4,-0.9793404541342543
-0.8125,0.42,-0.9829851687200748
-0.8125,0.44,-0.9860006152192468
-0.8125,0.46,-0.9884909952934218
-0.8125,0.48,-0.9905447021795094
-0.8125,0.5,-0.9922362382401958
-0.8125,0.52,-0.9936280696843836
-0.8125,0.54,-0.9947723476292571
-0.8125,0.56,-0.995712459719464
-0.8125,0.58,-0.9964843999298953
-0.8125,0.6,-0.9971179589715699
-0.8125,0.62,-0.9976377463976506
-0.8125,0.64,-0.9980640600122419
-0.8125,0.66,-0.9984136199583176
-0.8125,0.68,-0.9987001849291905
-0.8125,0.7,-0.9989350670189452
-0.8125,0.72,-0.9991275602733578
-0.8125,0.74,-0.9992852963295327
-0.8125,0.76,-0.999414538828131
-0.8125,0.78,-0.9995204266566534
-0.8125,0.8,-0.9996071745937691
-0.8125,0.82,-0.9996782385984764
-0.8125,0.84,-0.9997364518288654
-0.8125,0.86,-0.9997841364764333
-0.8125,0.88,-0.9998231956499738
-0.8125,0.9,-0.9998551888230764
-0.8125,0.92,-0.9998813937543878
-0.8125,0.94,-0.99990285728516
-0.8125,0.96,-0.9999204369996115
-0.8125,0.98,-0.9999348353858661
-0.8125,1.0,-0.9999466278464859
-0.796875,0.0,-0.510044626313759
-0.796875,0.02,-0.548125481963016
-0.796875,0.04,-0.5865763800023897
-0.796875,0.06,-0.6248966362146805
-0.796875,0.08,-0.6625597034319533
-0.796875,0.1,-0.6990438537918819
-0.796875,0.12,-0.7338650144518385
-0.796875,0.14,-0.7666071293833122
-0.796875,0.16,-0.7969457279805203
-0.796875,0.18,-0.8246616575875834
-0.796875,0.2,-0.8496438841412197
-0.796875,0.22,-0.8718822916386864
-0.796875,0.24,-0.891452947021584
-0.796875,0.26,-0.9084990243453974
-0.796875,0.28,-0.9232105039195169
-0.796875,0.3,-0.9358051176826632
-0.796875,0.32,-0.94651212293653
-0.796875,0.34,-0.9555596255626994
-0.796875,0.36,-0.9631655027699022
-0.796875,0.38,-0.9695315461016139
-0.796875,0.4,-0.9748402348519487
-0.796875,0.42,-0.979253500651427
-0.796875,0.44,-0.9829128936264387
-0.796875,0.46,-0.985940658242328
-0.796875,0.48,-0.9884413377930912
-0.796875,0.5,-0.9905036302344825
-0.796875,0.52,-0.9922023052495701
-0.796875,0.54,-0.9936000605560795
-0.796875,0.56,-0.9947492457439291
-0.796875,0.58,-0.9956934172450062
-0.796875,0.6,-0.9964687116556608
-0.796875,0.62,-0.9971050395775797
-0.796875,0.64,-0.9976271109271659
-0.796875,0.66,-0.998055307241807
-0.796875,0.68,-0.9984064183321886
-0.796875,0.7,-0.9986942607275598
-0.796875,0.72,-0.9989301944485521
-0.796875,0.74,-0.9991235531972019
-0.796875,0.76,-0.9992820013840777
-0.796875,0.78,-0.9994118297083685
-0.796875,0.8,-0.9995181993797018
-0.796875,0.82,-0.9996053435793963
-0.796875,0.84,-0.9996767334296687
-0.796875,0.86,-0.9997352145769421
-0.796875,0.88,-0.9997831194932796
