X,T,U
-0.953125,0.3,-0.6877144177765621
-0.953125,0.32,-0.6694696978363476
-0.953125,0.34,-0.6520068987905693
-0.953125,0.36,-0.635315974326524
-0.953125,0.38,-0.619322364045156
-0.953125,0.4,-0.6038759935254623
-0.953125,0.42,-0.5888020713969226
-0.953125,0.44,-0.57400449796622
-0.953125,0.46,-0.5595709554668675
-0.953125,0.48,-0.5458181577337075
-0.953125,0.5,-0.5332387558697385
-0.953125,0.52,-0.522353652998574
-0.953125,0.54,-0.5135169086507898
-0.953125,0.56,-0.506740070581419
-0.953125,0.58,-0.501589632405005
-0.953125,0.6,-0.4971859694447382
-0.953125,0.62,-0.4923101961462641
-0.953125,0.64,-0.485598926798989
-0.953125,0.66,-0.47577716743578247
-0.953125,0.68,-0.46186959099795305
-0.953125,0.7,-0.44335413691114156
-0.953125,0.72,-0.42026041319404217
-0.953125,0.74,-0.3932305824808521
-0.953125,0.76,-0.36354068767877523
-0.953125,0.78,-0.33305384660381376
-0.953125,0.8,-0.3040719884564811
-0.953125,0.82,-0.27907765825615766
-0.953125,0.84,-0.26040606146485923
-0.953125,0.86,-0.24993228553472563
-0.953125,0.88,-0.2488583884258726
-0.953125,0.9,-0.2576353546783402
-0.953125,0.92,-0.2759978273167764
-0.953125,0.94,-0.30306464325580734
-0.953125,0.96,-0.33746548159946027
-0.953125,0.98,-0.3774674680549654
-0.953125,1.0,-0.4210873299153805
-0.9375,0.0,-0.9807852804032305
-0.9375,0.02,-0.9666189705143292
-0.9375,0.04,-0.9492154195693284
-0.9375,0.06,-0.9292982389644677
-0.9375,0.08,-0.9075859967218477
-0.9375,0.1,-0.8847244275069924
-0.9375,0.12,-0.8612542988437595
-0.9375,0.14,-0.8376053015011092
-0.9375,0.16,-0.8141047686584678
-0.9375,0.18,-0.7909928259223846
-0.9375,0.2,-0.7684389063349546
-0.9375,0.22,-0.7465571489811001
-0.9375,0.24,-0.7254193594973519
-0.9375,0.26,-0.7050644293357498
-0.9375,0.28,-0.6855069147856405
-0.9375,0.3,-0.6667504030057878
-0.9375,0.32,-0.6488002196046261
-0.9375,0.34,-0.6316567077244986
-0.9375,0.36,-0.6152827573517687
-0.9375,0.38,-0.5995725226322461
-0.9375,0.4,-0.5843639839573922
-0.9375,0.42,-0.5695135398709661
-0.9375,0.44,-0.5550039463570028
-0.9375,0.46,-0.5410252176337713
-0.9375,0.48,-0.5279736954650238
-0.9375,0.5,-0.5163494174246467
-0.9375,0.52,-0.5065777508394165
-0.9375,0.54,-0.49881737350615296
-0.9375,0.56,-0.4928210292309762
-0.9375,0.58,-0.48789070555660463
-0.9375,0.6,-0.48294075636731437
-0.9375,0.62,-0.47666017631971924
-0.9375,0.64,-0.4677390333706383
-0.9375,0.66,-0.4551017214486633
-0.9375,0.68,-0.43809347801154486
-0.9375,0.7,-0.4165994596794632
-0.9375,0.72,-0.39110917385497845
-0.9375,0.74,-0.3627400637434658
-0.9375,0.76,-0.3332073350804264
-0.9375,0.78,-0.3047078998806628
-0.9375,0.8,-0.27969655442434094
-0.9375,0.82,-0.2605711539292479
-0.9375,0.84,-0.24933488317635225
-0.9375,0.86,-0.2473313311628946
-0.9375,0.88,-0.2551198998542722
-0.9375,0.9,-0.27249379209923674
-0.9375,0.92,-0.2985921808780686
-0.9375,0.94,-0.33205016353568606
-0.9375,0.96,-0.37114866101383226
-0.9375,0.98,-0.4139438441951063
-0.9375,1.0,-0.45837112225960874
-0.921875,0.0,-0.9700312531945441
-0.921875,0.02,-0.9531687926127076
-0.921875,0.04,-0.9334445129446978
-0.921875,0.06,-0.9116132320594424
-0.921875,0.08,-0.8883846275208553
-0.921875,0.1,-0.8643698311049423
-0.921875,0.12,-0.8400625087626945
-0.921875,0.14,-0.8158421487587052
-0.921875,0.16,-0.791988360450594
-0.921875,0.18,-0.7686987605558828
-0.921875,0.2,-0.7461064315890784
-0.921875,0.22,-0.7242952364586338
-0.921875,0.24,-0.703312012995964
-0.921875,0.26,-0.6831753734686091
-0.921875,0.28,-0.6638850581169838
-0.921875,0.3,-0.6454353542738159
-0.921875,0.32,-0.6278224408963264
-0.921875,0.34,-0.6110287118440836
-0.921875,0.36,-0.5949888255810439
-0.921875,0.38,-0.5795731064847327
-0.921875,0.4,-0.5646250580562635
-0.921875,0.42,-0.550052752166183
-0.921875,0.44,-0.5359285062348673
-0.921875,0.46,-0.5225339952337511
-0.921875,0.48,-0.5103094177739014
-0.921875,0.5,-0.4997086512773781
-0.921875,0.52,-0.49100675264602367
-0.921875,0.54,-0.48413020947301155
-0.921875,0.56,-0.47856863577392145
-0.921875,0.58,-0.4733936301080556
-0.921875,0.6,-0.4673827753000017
-0.921875,0.62,-0.4592255925201466
-0.921875,0.64,-0.447764817428798
-0.921875,0.66,-0.4322139223081424
-0.921875,0.68,-0.4123082326002133
-0.921875,0.7,-0.3883838907338995
-0.921875,0.72,-0.36140273427355146
-0.921875,0.74,-0.3329291942250826
-0.921875,0.76,-0.3050378815629335
-0.921875,0.78,-0.280123915520961
-0.921875,0.8,-0.2606139596077597
-0.921875,0.82,-0.2486234274751071
-0.921875,0.84,-0.24564920099854026
-0.921875,0.86,-0.25238880484041404
-0.921875,0.88,-0.2687223671462439
-0.921875,0.9,-0.2938235403293506
-0.921875,0.92,-0.32633128484884105
-0.921875,0.94,-0.364525732667348
-0.921875,0.96,-0.4064785743009474
-0.921875,0.98,-0.4501675660672361
-0.921875,1.0,-0.49356190604593075
-0.90625,0.0,-0.9569403357322088
-0.90625,0.02,-0.9375487779871015
-0.90625,0.04,-0.9157035825582388
-0.90625,0.06,-0.892170686168563
-0.90625,0.08,-0.8676352807378656
-0.90625,0.1,-0.8426637967722911
-0.90625,0.12,-0.8176974412481356
-0.90625,0.14,-0.7930635444983525
-0.90625,0.16,-0.768994177404872
-0.90625,0.18,-0.7456458205605637
-0.90625,0.2,-0.7231171287775389
-0.90625,0.22,-0.7014637427650392
-0.90625,0.24,-0.6807095241455096
-0.90625,0.26,-0.6608549352046209
-0.90625,0.28,-0.6418871012423535
-0.90625,0.3,-0.6237918599286345
-0.90625,0.32,-0.6065542863621429
-0.90625,0.34,-0.5901359353799347
-0.90625,0.36,-0.5744451007175355
-0.90625,0.38,-0.5593396728506203
-0.90625,0.4,-0.5446876042147935
-0.90625,0.42,-0.5304650902203966
-0.90625,0.44,-0.5168349487767111
-0.90625,0.46,-0.5041475192848923
-0.90625,0.48,-0.4928415607024085
-0.90625,0.5,-0.4832697532569943
-0.90625,0.52,-0.4755111750390977
-0.90625,0.54,-0.4692416113060043
-0.90625,0.56,-0.4637062577410364
-0.90625,0.58,-0.45780268079593495
-0.90625,0.6,-0.45025728741034976
-0.90625,0.62,-0.43985979525482777
-0.90625,0.64,-0.4257017170971237
-0.90625,0.66,-0.40736353381050483
-0.90625,0.68,-0.3850216516231109
-0.90625,0.7,-0.3594819898904163
-0.90625,0.72,-0.33215858372931434
-0.90625,0.74,-0.30499449273503104
-0.90625,0.76,-0.28030082740102846
-0.90625,0.78,-0.26049887165111946
-0.90625,0.8,-0.2477891332524515
-0.90625,0.82,-0.2438192104489887
-0.90625,0.84,-0.2494480593530341
-0.90625,0.86,-0.26467552804041217
-0.90625,0.88,-0.2887329660202863
-0.90625,0.9,-0.3202689932210703
-0.90625,0.92,-0.3575539571362959
-0.90625,0.94,-0.3986556330310298
-0.90625,0.96,-0.44156996555486505
-0.90625,0.98,-0.48430878059738325
-0.90625,1.0,-0.5249626456125991
-0.890625,0.0,-0.9415440651830207
-0.890625,0.02,-0.9198122680031711
-0.890625,0.04,-0.8960596991218784
-0.890625,0.06,-0.8710440717233026
-0.890625,0.08,-0.8454122180513757
-0.890625,0.1,-0.8196776353772135
-0.890625,0.12,-0.7942252854385664
-0.890625,0.14,-0.7693295330910318
-0.890625,0.16,-0.7451758547022007
-0.890625,0.18,-0.7218814261520428
-0.890625,0.2,-0.6995126435492294
-0.890625,0.22,-0.6780990881320171
-0.890625,0.24,-0.6576437177298563
-0.890625,0.26,-0.6381310344602588
-0.890625,0.28,-0.6195374630393689
-0.890625,0.3,-0.6018404630075599
-0.890625,0.32,-0.585011687995574
-0.890625,0.34,-0.5689904713991101
-0.890625,0.36,-0.5536640672957478
-0.890625,0.38,-0.5388923917685221
-0.890625,0.4,-0.5245859449111079
-0.890625,0.42,-0.5107987876514997
-0.890625,0.44,-0.49777396689080766
-0.890625,0.46,-0.48589626135862457
-0.890625,0.48,-0.4755520932016974
-0.890625,0.5,-0.4669421429899453
-0.890625,0.52,-0.4599184733200663
-0.890625,0.54,-0.45390931499036286
-0.890625,0.56,-0.44795736047953216
-0.890625,0.58,-0.4408617438736913
-0.890625,0.6,-0.4313942938703892
-0.890625,0.62,-0.41854516652802226
-0.890625,0.64,-0.40174117961134403
-0.890625,0.66,-0.3809898537206992
-0.890625,0.68,-0.35693496679126346
-0.890625,0.7,-0.3308395505070991
-0.890625,0.72,-0.3045113872329563
-0.890625,0.74,-0.2801615091932054
-0.890625,0.76,-0.2601763689333709
-0.890625,0.78,-0.2468092471972289
-0.890625,0.8,-0.24184192890880934
-0.890625,0.82,-0.2463060477498194
-0.890625,0.84,-0.26035269017893103
-0.890625,0.86,-0.2833022306239056
-0.890625,0.88,-0.3138282228193447
-0.890625,0.9,-0.35018841740503653
-0.890625,0.92,-0.3904315585561417
-0.890625,0.94,-0.4325497533287538
-0.890625,0.96,-0.4745758871363711
-0.890625,0.98,-0.5146401439974184
-0.890625,1.0,-0.5510125765701627
-0.875,0.0,-0.9238795325112866
-0.875,0.02,-0.9000162015149614
-0.875,0.04,-0.8745813689849956
-0.875,0.06,-0.8483064306435203
-0.875,0.08,-0.8217879195967869
-0.875,0.1,-0.7954800389147516
-0.875,0.12,-0.7697091950559866
-0.875,0.14,-0.7446970086826565
-0.875,0.16,-0.7205839579452553
-0.875,0.18,-0.6974501222971704
-0.875,0.2,-0.6753319964811474
-0.875,0.22,-0.6542353443399711
-0.875,0.24,-0.634144361004182
-0.875,0.26,-0.6150297618482257
-0.875,0.28,-0.5968587572876091
-0.875,0.3,-0.5795998052665607
-0.875,0.32,-0.5632090343186371
-0.875,0.34,-0.5476044002505074
-0.875,0.36,-0.5326608473977272
-0.875,0.38,-0.5182563548897527
-0.875,0.4,-0.5043587009143059
-0.875,0.42,-0.49110064111075497
-0.875,0.44,-0.4787837091389203
-0.875,0.46,-0.4677842411361039
-0.875,0.48,-0.45838485790489236
-0.875,0.5,-0.4505935356356638
-0.875,0.52,-0.4440234292210862
-0.875,0.54,-0.4378815860670371
-0.875,0.56,-0.4310715141380286
-0.875,0.58,-0.42238414339799984
-0.875,0.6,-0.4107379520138932
-0.875,0.62,-0.39541737892437107
-0.875,0.64,-0.37625471825094114
-0.875,0.66,-0.3537202243788754
-0.875,0.68,-0.3289203728111031
-0.875,0.7,-0.30352561667651196
-0.875,0.72,-0.27963792281901895
-0.875,0.74,-0.2595866458055038
-0.875,0.76,-0.24564634386543047
-0.875,0.78,-0.23970689548991947
-0.875,0.8,-0.24296928187743316
-0.875,0.82,-0.2557593782158785
-0.875,0.84,-0.27752177702010755
-0.875,0.86,-0.306980642636031
-0.875,0.88,-0.34238693504269546
-0.875,0.9,-0.38175980176618846
-0.875,0.92,-0.4230682171104024
-0.875,0.94,-0.4643439965052485
-0.875,0.96,-0.5037404601038997
-0.875,0.98,-0.5395604834311527
-0.875,1.0,-0.5702853951156721
-0.859375,0.0,-0.9039892931234432
-0.859375,0.02,-0.878220883471288
-0.859375,0.04,-0.8513383174339616
-0.859375,0.06,-0.824030264706755
-0.859375,0.08,-0.7968331006086371
-0.859375,0.1,-0.770137207899837
-0.859375,0.12,-0.7442094935985011
-0.859375,0.14,-0.7192199650898295
-0.859375,0.16,-0.6952662510777587
-0.859375,0.18,-0.6723938456939644
-0.859375,0.2,-0.6506118380043062
-0.859375,0.22,-0.6299044734325424
-0.859375,0.24,-0.6102393723683917
-0.859375,0.26,-0.5915755239948683
-0.859375,0.28,-0.5738718911856544
-0.859375,0.3,-0.55708684482246
-0.859375,0.32,-0.5411597479485217
-0.859375,0.34,-0.5259907233204477
-0.859375,0.36,-0.5114539321417438
-0.859375,0.38,-0.49746105409013186
-0.859375,0.4,-0.4840460228112137
-0.859375,0.42,-0.47141083253149696
-0.859375,0.44,-0.45988341556543344
-0.859375,0.46,-0.4497840562015323
-0.859375,0.48,-0.4412452207665365
-0.859375,0.5,-0.4340569328078614
-0.859375,0.52,-0.4276036593083302
-0.859375,0.54,-0.4209204093994561
-0.859375,0.56,-0.41285256902365974
-0.859375,0.58,-0.4022817543947024
-0.859375,0.6,-0.38837178770603226
-0.859375,0.62,-0.3707814744772424
-0.859375,0.64,-0.34979542981742634
-0.859375,0.66,-0.32635161897492493
-0.859375,0.68,-0.3019781495979905
-0.859375,0.7,-0.2786631276077683
-0.859375,0.72,-0.2586641180715812
-0.859375,0.74,-0.2442502933063621
-0.859375,0.76,-0.23738995584311784
-0.859375,0.78,-0.23943741395076973
-0.859375,0.8,-0.2509039239870537
-0.859375,0.82,-0.2713907601977722
-0.859375,0.84,-0.2997065850738102
-0.859375,0.86,-0.33411243624827897
-0.859375,0.88,-0.372594085431988
-0.859375,0.9,-0.4130807995898121
-0.859375,0.92,-0.4535821303326547
-0.859375,0.94,-0.4922547450325909
-0.859375,0.96,-0.5274248715148327
-0.859375,0.98,-0.5575959166355399
-0.859375,1.0,-0.581472402170381
-0.84375,0.0,-0.8819212643483548
-0.84375,0.02,-0.8544897615155791
-0.84375,0.04,-0.8264012946361834
-0.84375,0.06,-0.7982874474254145
-0.84375,0.08,-0.7706167424822484
-0.84375,0.1,-0.7437129805029785
-0.84375,0.12,-0.7177838695309626
-0.84375,0.14,-0.6929497269271476
-0.84375,0.16,-0.6692679400835485
-0.84375,0.18,-0.646752164982423
-0.84375,0.2,-0.6253866764880015
-0.84375,0.22,-0.6051365390002633
-0.84375,0.24,-0.585954997504274
-0.84375,0.26,-0.567791160958889
-0.84375,0.28,-0.5505961813704514
-0.84375,0.3,-0.5343171648483083
-0.84375,0.32,-0.5188769524783822
-0.84375,0.34,-0.5041641810967795
-0.84375,0.36,-0.4900653854354514
-0.84375,0.38,-0.47653892276376275
-0.84375,0.4,-0.4636858330554013
-0.84375,0.42,-0.4517573726087084
-0.84375,0.44,-0.44106799937258806
-0.84375,0.46,-0.4318345901091176
-0.84375,0.48,-0.4240039468389525
-0.84375,0.5,-0.41714257434831026
-0.84375,0.52,-0.4104396243100519
-0.84375,0.54,-0.40282749760692016
-0.84375,0.56,-0.3931869599108905
-0.84375,0.58,-0.3805908169392781
-0.84375,0.6,-0.3645366476938219
-0.84375,0.62,-0.34511636596318085
-0.84375,0.64,-0.32308360918694823
-0.84375,0.66,-0.29981279000069033
-0.84375,0.68,-0.27717300674363166
-0.84375,0.7,-0.25734143090906125
-0.84375,0.72,-0.2425620058323143
-0.84375,0.74,-0.23485325944351365
-0.84375,0.76,-0.23569905202745706
-0.84375,0.78,-0.2457926547480358
-0.84375,0.8,-0.26491515513235575
-0.84375,0.82,-0.29199637977819287
-0.84375,0.84,-0.32533543221859557
-0.84375,0.86,-0.36289107490047057
-0.84375,0.88,-0.40254068019448613
-0.84375,0.9,-0.442251257380822
-0.84375,0.92,-0.48016207701397257
-0.84375,0.94,-0.5146074432445775
-0.84375,0.96,-0.5441115681232045
-0.84375,0.98,-0.5673866541110538
-0.84375,1.0,-0.5833604798480492
-0.828125,0.0,-0.8577286100002719
-0.828125,0.02,-0.8288892110149246
-0.828125,0.04,-0.799841902783727
-0.828125,0.06,-0.7711491566036006
-0.828125,0.08,-0.743206135494861
-0.828125,0.1,-0.7162689618256272
-0.828125,0.12,-0.6904875614211128
-0.828125,0.14,-0.6659351633462094
-0.828125,0.16,-0.6426318949236383
-0.828125,0.18,-0.6205624973742482
-0.828125,0.2,-0.599689082803435
-0.828125,0.22,-0.5799598923704344
-0.828125,0.24,-0.5613159567349415
-0.828125,0.26,-0.5436980491958072
-0.828125,0.28,-0.5270495093182487
-0.828125,0.3,-0.5113053724557022
-0.828125,0.32,-0.49637415767529763
-0.828125,0.34,-0.48214180573000637
-0.828125,0.36,-0.46852037019321946
-0.828125,0.38,-0.4555229457968354
-0.828125,0.4,-0.44330939477600173
-0.828125,0.42,-0.43215083940647997
-0.828125,0.44,-0.42230447331156085
-0.828125,0.46,-0.41384221906343577
-0.828125,0.48,-0.40650567880207045
-0.828125,0.5,-0.39965451280212017
-0.828125,0.52,-0.3923380017369286
-0.828125,0.54,-0.38347125149819067
-0.828125,0.56,-0.37206966890883025
-0.828125,0.58,-0.3574914933386151
-0.828125,0.6,-0.33963809855315596
-0.828125,0.62,-0.319064473911814
-0.828125,0.64,-0.29697389728066975
-0.828125,0.66,-0.2751062966552406
-0.828125,0.68,-0.2555522353438366
-0.828125,0.7,-0.24051755757991555
-0.828125,0.72,-0.23204766504577728
-0.828125,0.74,-0.2317297814884144
-0.828125,0.76,-0.2404248549507394
-0.828125,0.78,-0.2581038364269112
-0.828125,0.8,-0.2838500783486229
-0.828125,0.82,-0.31603639931841254
-0.828125,0.84,-0.3526131634635378
-0.828125,0.86,-0.3914016300913849
-0.828125,0.88,-0.430307833924702
-0.828125,0.9,-0.4674321852048483
-0.828125,0.92,-0.5010989636978722
-0.828125,0.94,-0.5298441530937952
-0.828125,0.96,-0.5523949434075224
-0.828125,0.98,-0.5676696288542831
-0.828125,1.0,-0.5748156848093904
-0.8125,0.0,-0.8314696123025451
-0.8125,0.02,-0.8014883288178338
-0.8125,0.04,-0.7717324429885184
-0.8125,0.06,-0.7426858250245983
-0.8125,0.08,-0.7146669308600303
-0.8125,0.1,-0.6878646520971792
-0.8125,0.12,-0.6623735331698535
-0.8125,0.14,-0.638222885742381
-0.8125,0.16,-0.6153988519479962
-0.8125,0.18,-0.5938603045020763
-0.8125,0.2,-0.5735498740492745
-0.8125,0.22,-0.5544013357151177
-0.8125,0.24,-0.5363455689446444
-0.8125,0.26,-0.5193162052495467
-0.8125,0.28,-0.5032485310663165
-0.8125,0.3,-0.4880655641708165
-0.8125,0.32,-0.4736658649493368
-0.8125,0.34,-0.459943060817908
-0.8125,0.36,-0.446845915497657
-0.8125,0.38,-0.43444348471936944
-0.8125,0.4,-0.4229366920804219
-0.8125,0.42,-0.4125801939461451
-0.8125,0.44,-0.40353107070667166
-0.8125,0.46,-0.39568608058628485
-0.8125,0.48,-0.38858195982567517
-0.8125,0.5,-0.3814109525150692
-0.8125,0.52,-0.3731567738826106
-0.8125,0.54,-0.36281235431667647
-0.8125,0.56,-0.3496250028255926
-0.8125,0.58,-0.3333179735603353
-0.8125,0.6,-0.31424005040277403
-0.8125,0.62,-0.2934038904723963
-0.8125,0.64,-0.27240300814163054
-0.8125,0.66,-0.25323240700152966
-0.8125,0.68,-0.23805168317050468
-0.8125,0.7,-0.22891639064872182
-0.8125,0.72,-0.22749283883375487
-0.8125,0.74,-0.23478911897177485
-0.8125,0.76,-0.25096347200076957
-0.8125,0.78,-0.27527497316298993
-0.8125,0.8,-0.30620708064280705
-0.8125,0.82,-0.3417315514563887
-0.8125,0.84,-0.3796208817034396
-0.8125,0.86,-0.41770671272933146
-0.8125,0.88,-0.4540286538473928
-0.8125,0.9,-0.4868807449219184
-0.8125,0.92,-0.5147971653697068
-0.8125,0.94,-0.5365184749478437
-0.8125,0.96,-0.5509689534912483
-0.8125,0.98,-0.5572682106998645
-0.8125,1.0,-0.5547837914012872
-0.796875,0.0,-0.8032075314806449
-0.796875,0.02,-0.7723587359174662
-0.796875,0.04,-0.7421457804993428
-0.796875,0.06,-0.7129671069836558
-0.796875,0.08,-0.6850632001645086
-0.796875,0.1,-0.6585575728878402
-0.796875,0.12,-0.6334926396286544
-0.796875,0.14,-0.6098574307378364
-0.796875,0.16,-0.5876075988105578
-0.796875,0.18,-0.5666792699252372
-0.796875,0.2,-0.5469982785851799
-0.796875,0.22,-0.5284862642163075
-0.796875,0.24,-0.5110658591772841
-0.796875,0.26,-0.4946644049598117
-0.796875,0.28,-0.4792089446159026
-0.796875,0.3,-0.46461181035074717
-0.796875,0.32,-0.45076797910611555
-0.796875,0.34,-0.4375894501980239
-0.796875,0.36,-0.42506894256346545
-0.796875,0.38,-0.41332461756619066
-0.796875,0.4,-0.4025722447781256
-0.796875,0.42,-0.39301048015228834
-0.796875,0.44,-0.38465974526488556
-0.796875,0.46,-0.3772276002324802
-0.796875,0.48,-0.3700682427408486
-0.796875,0.5,-0.3622669676275576
-0.796875,0.52,-0.35282990618204435
-0.796875,0.54,-0.34092529436511265
-0.796875,0.56,-0.3261190951095717
-0.796875,0.58,-0.30855596787718576
-0.796875,0.6,-0.289041953175868
-0.796875,0.62,-0.2690018710682674
-0.796875,0.64,-0.2503194973139041
-0.796875,0.66,-0.23510007119871118
-0.796875,0.68,-0.2253987555474108
-0.796875,0.7,-0.22294173233034914
-0.796875,0.72,-0.2288621636699817
-0.796875,0.74,-0.2434937782382125
-0.796875,0.76,-0.2662811961221502
-0.796875,0.78,-0.2958497496831874
-0.796875,0.8,-0.33022887060777384
-0.796875,0.82,-0.3671625269560044
-0.796875,0.84,-0.4044039226613086
-0.796875,0.86,-0.4399117401489
